location_id,geography,location_name,year,indicator,indicator_type,units,estimate,ci_lb,ci_ub
25321,State,Anambra,2012,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),89,85,93
25321,State,Anambra,2013,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),88,82,92
25322,State,Bauchi,2000,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),43,35,52
25322,State,Bauchi,2001,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),42,35,50
25322,State,Bauchi,2002,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),42,36,48
25322,State,Bauchi,2003,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),41,36,47
25322,State,Bauchi,2004,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),41,36,47
25322,State,Bauchi,2005,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),42,37,47
25322,State,Bauchi,2006,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),42,37,48
25322,State,Bauchi,2007,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),43,38,48
25322,State,Bauchi,2008,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),45,39,49
25322,State,Bauchi,2009,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),46,40,51
25322,State,Bauchi,2010,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),48,42,53
25322,State,Bauchi,2011,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),50,43,56
25322,State,Bauchi,2012,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),52,43,60
25322,State,Bauchi,2013,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),55,44,64
25323,State,Bayelsa,2000,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),50,32,65
25323,State,Bayelsa,2001,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),46,31,60
25323,State,Bayelsa,2002,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),42,31,54
25323,State,Bayelsa,2003,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),40,30,50
25323,State,Bayelsa,2004,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),38,31,47
25323,State,Bayelsa,2005,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),38,31,45
25323,State,Bayelsa,2006,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),38,32,44
25323,State,Bayelsa,2007,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),39,33,44
25323,State,Bayelsa,2008,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),40,35,46
25323,State,Bayelsa,2009,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),42,37,49
25323,State,Bayelsa,2010,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),45,39,52
25323,State,Bayelsa,2011,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),48,40,55
25323,State,Bayelsa,2012,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),51,42,59
25323,State,Bayelsa,2013,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),53,43,63
25324,State,Benue,2000,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),72,64,78
25324,State,Benue,2001,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),71,64,77
25324,State,Benue,2002,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),70,64,75
25324,State,Benue,2003,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),69,64,74
25324,State,Benue,2004,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),69,64,73
25324,State,Benue,2005,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),68,63,72
25324,State,Benue,2006,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),67,63,72
25324,State,Benue,2007,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),67,62,71
25324,State,Benue,2008,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),66,62,71
25324,State,Benue,2009,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),66,61,70
25324,State,Benue,2010,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),65,60,70
25324,State,Benue,2011,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),65,58,71
25324,State,Benue,2012,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),64,56,71
25324,State,Benue,2013,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),64,54,73
25325,State,Borno,2000,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),73,62,82
25325,State,Borno,2001,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),66,56,74
25325,State,Borno,2002,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),58,50,66
25325,State,Borno,2003,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),51,44,59
25325,State,Borno,2004,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),45,39,52
25325,State,Borno,2005,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),41,35,47
25325,State,Borno,2006,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),37,32,43
25325,State,Borno,2007,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),35,30,41
25325,State,Borno,2008,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),35,30,41
25325,State,Borno,2009,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),35,29,41
25325,State,Borno,2010,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),36,30,43
25325,State,Borno,2011,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),38,30,45
25325,State,Borno,2012,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),40,31,49
25325,State,Borno,2013,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),43,32,55
25326,State,Cross River,2000,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),79,69,86
25326,State,Cross River,2001,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),77,69,83
25326,State,Cross River,2002,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),76,69,81
25326,State,Cross River,2003,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),74,68,79
25326,State,Cross River,2004,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),73,67,77
25326,State,Cross River,2005,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),71,66,76
25326,State,Cross River,2006,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),71,65,76
25326,State,Cross River,2007,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),70,65,75
25326,State,Cross River,2008,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),70,64,75
25326,State,Cross River,2009,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),70,64,75
25326,State,Cross River,2010,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),70,64,75
25326,State,Cross River,2011,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),70,63,77
25326,State,Cross River,2012,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),71,62,78
25326,State,Cross River,2013,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),71,60,80
25327,State,Delta,2000,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,82,95
25327,State,Delta,2001,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),89,82,94
25327,State,Delta,2002,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),88,82,92
25327,State,Delta,2003,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),86,81,91
25327,State,Delta,2004,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),85,79,89
25327,State,Delta,2005,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),83,77,88
25327,State,Delta,2006,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),81,75,86
25327,State,Delta,2007,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),79,73,85
25327,State,Delta,2008,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),78,71,83
25327,State,Delta,2009,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),76,67,82
25327,State,Delta,2010,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),74,65,81
25327,State,Delta,2011,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),72,62,81
25327,State,Delta,2012,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),71,59,80
25327,State,Delta,2013,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),69,56,81
25328,State,Ebonyi,2000,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),92,85,96
25328,State,Ebonyi,2001,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,84,94
25328,State,Ebonyi,2002,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),89,83,93
25328,State,Ebonyi,2003,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),87,81,91
25328,State,Ebonyi,2004,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),85,79,89
25328,State,Ebonyi,2005,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),83,78,88
25328,State,Ebonyi,2006,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),82,77,87
25328,State,Ebonyi,2007,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),81,76,86
25328,State,Ebonyi,2008,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),81,75,86
25328,State,Ebonyi,2009,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),81,75,86
25328,State,Ebonyi,2010,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),81,75,87
25328,State,Ebonyi,2011,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),82,75,88
25328,State,Ebonyi,2012,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),83,75,89
25328,State,Ebonyi,2013,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),84,76,91
25329,State,Edo,2000,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),89,81,94
25329,State,Edo,2001,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,83,94
25329,State,Edo,2002,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,85,93
25329,State,Edo,2003,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,86,93
25329,State,Edo,2004,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,86,93
25329,State,Edo,2005,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,87,93
25329,State,Edo,2006,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,87,92
25329,State,Edo,2007,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,87,92
25329,State,Edo,2008,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,87,92
25329,State,Edo,2009,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),89,86,92
25329,State,Edo,2010,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),89,86,91
25329,State,Edo,2011,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),88,84,91
25329,State,Edo,2012,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),88,83,92
25329,State,Edo,2013,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),87,81,92
25330,State,Ekiti,2000,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),93,86,97
25330,State,Ekiti,2001,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),94,88,97
25330,State,Ekiti,2002,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),94,89,97
25330,State,Ekiti,2003,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),94,90,96
25330,State,Ekiti,2004,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),94,90,96
25330,State,Ekiti,2005,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),94,91,96
25330,State,Ekiti,2006,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),94,91,96
25330,State,Ekiti,2007,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),93,90,95
25330,State,Ekiti,2008,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),93,90,95
25330,State,Ekiti,2009,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),92,89,95
25330,State,Ekiti,2010,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),91,87,94
25330,State,Ekiti,2011,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),91,86,94
25330,State,Ekiti,2012,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,83,94
25330,State,Ekiti,2013,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),89,81,94
25331,State,Enugu,2000,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),94,87,97
25331,State,Enugu,2001,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),92,86,96
25331,State,Enugu,2002,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),91,85,95
25331,State,Enugu,2003,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,84,94
25331,State,Enugu,2004,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),89,83,93
25331,State,Enugu,2005,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),89,83,93
25331,State,Enugu,2006,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),89,83,93
25331,State,Enugu,2007,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),90,85,93
25331,State,Enugu,2008,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),91,86,94
25331,State,Enugu,2009,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),92,87,95
25331,State,Enugu,2010,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),93,89,96
25331,State,Enugu,2011,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),95,90,97
25331,State,Enugu,2012,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),96,92,98
25331,State,Enugu,2013,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),96,93,98
25332,State,Federal Capital Territory,2000,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),76,58,88
25332,State,Federal Capital Territory,2001,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),77,62,87
25332,State,Federal Capital Territory,2002,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),78,66,87
25332,State,Federal Capital Territory,2003,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),79,70,86
25332,State,Federal Capital Territory,2004,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),81,73,87
25332,State,Federal Capital Territory,2005,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),83,76,88
25332,State,Federal Capital Territory,2006,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),84,79,89
25332,State,Federal Capital Territory,2007,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),86,82,90
25332,State,Federal Capital Territory,2008,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),88,84,91
25332,State,Federal Capital Territory,2009,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),89,86,92
25332,State,Federal Capital Territory,2010,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),91,87,94
25332,State,Federal Capital Territory,2011,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),92,88,95
25332,State,Federal Capital Territory,2012,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),93,89,96
25332,State,Federal Capital Territory,2013,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),94,89,96
25333,State,Gombe,2000,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),63,50,74
25333,State,Gombe,2001,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),58,47,68
25333,State,Gombe,2002,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),53,43,63
25333,State,Gombe,2003,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),49,41,58
25333,State,Gombe,2004,"Antenatal care, 1 visit (ANC1) (%)",Other maternal and child health interventions,Percent (%),47,39,55
